截至日期和时间,2020年3月3日起超两千例确诊国家疫情发展态势      (人民日报新媒体发布，带颜色数字为累计确诊、历史最大确诊日增、累计死亡、历史最大死亡日增数字前10名）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,截至日期和时间,,,,
,,0,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,12,,,,13,,,,14,,,,15,,,,16,,,,17,,,,18,,,,19,,,,20,,,,21,,,,22,,,,23,,,,24,,,,25,,,,26,,,,27,,,,28,,,,29,,,,30,,,,31,,,,32,,,,33,,,,34,,,,35,,,,36,,,,37,,,,38,,,,39,,,,40,,,,41,,,,42,,,,43,,,,44,,,,45,,,,46,,,,47,,,,48,,,,49,,,,50,,,,51,,,,52,,,,53,,,,54,,,,55,,,,56,,,,57,,,,58,,,,59,,,,60,,,,61,,,,62,,,,63,,,,64,,,,65,,,,66,,,,67,,,,68,,,,69,,,,70,,,,71,,,,72,,,,73,,,,74,,,,75,,,,76,,,,77,,,,78,,,,79,,,,80,,,,81,,,,82,,,,83,,,,84,,,,,,,,
2020/5/15 18:00,215,4422348,128606,302621,5546,1417889,27125,85906,1770,262843,10598,2418,113,202918,13944,13993,844,233151,3446,33614,428,230183,1492,27459,355,223096,992,31368,262,174478,380,7884,23,144749,1635,4007,55,141356,622,27425,351,116635,3910,6902,119,81997,3876,2649,98,80604,4298,2267,98,84469,5,4644,0,74782,1214,5592,167,46869,2039,283,10,54288,307,8903,60,42595,2409,4477,257,37040,2659,368,22,43481,270,5590,28,35788,0,770,0,28272,1733,14,0,30502,16,2338,4,26772,947,151,5,30380,50,1588,25,28582,673,3529,69,28319,187,1184,9,26891,793,21,0,23827,426,1506,9,21084,698,208,2,18863,1041,283,14,17615,411,883,22,16847,422,456,17,16496,1058,1076,48,16247,245,1053,37,16579,31,265,1,12739,665,238,19,16203,100,713,17,13610,680,525,16,16014,41,626,2,11975,947,88,6,10829,398,571,15,11320,124,422,13,11876,258,790,18,11018,27,260,0,10713,46,537,4,10374,79,224,2,8944,0,256,0,8330,90,292,4,7134,255,353,24,8187,12,232,3,6442,189,529,7,6069,289,10,1,5639,413,136,4,7019,30,98,0,6607,95,190,2,6819,40,112,1,5571,154,32,0,6145,91,287,3,5162,191,167,3,5553,147,194,9,5530,122,24,0,4341,322,17,0,3860,142,49,1,3148,0,142,0,3915,11,103,0,3143,111,115,0,3380,39,436,6,2954,154,139,3,2879,121,35,0,3025,7,56,0,2770,10,156,1,2255,0,123,0,2473,99,14,0,2645,33,11,0,2329,30,115,1,1818,0,90,0,2189,84,23,2,2210,29,122,2,2100,31,99,3,2221,8,94,0,1971,59,24,0,1342,0,29,0,1830,20,79,0,1802,,10,,2020/5/15 18:00,,,,
2020/5/16 16:00,215,4515561,93213,307543,4922,1443397,25508,87568,1662,272043,9200,2537,119,218223,15305,14817,824,236711,3560,33998,384,230183,0,27459,0,223885,789,31610,242,175233,755,7897,13,146457,1708,4055,48,141919,563,27529,104,116635,0,6902,0,85940,3943,2752,103,84495,3891,2392,125,84478,9,4644,0,75959,1177,5679,87,49176,2307,292,9,54644,356,8959,56,45032,2437,4767,290,39542,2502,394,26,43681,200,5643,53,37218,1430,803,33,29425,1153,14,0,31467,965,2594,256,27730,958,156,5,30431,51,1594,6,29207,625,3646,117,28583,264,1190,6,27356,465,21,0,23956,129,1518,12,21831,747,210,2,20065,1202,298,15,18016,401,907,24,17330,483,476,20,16496,0,1076,0,16437,190,1070,17,16589,10,266,1,13524,785,247,9,16253,50,729,16,14216,606,546,21,16093,79,628,2,12860,885,96,8,11228,399,592,21,11739,419,424,2,12091,215,806,16,11037,19,262,2,10791,78,537,0,10438,64,225,1,9268,324,266,10,8374,44,295,3,7479,345,356,3,8206,19,232,0,6629,187,536,7,6418,349,10,0,6053,414,153,17,7035,16,98,0,6652,45,190,0,6855,36,112,0,5689,118,34,2,6228,83,293,6,5445,283,171,4,5745,192,202,8,5638,108,28,4,4625,284,19,2,4044,184,52,3,3577,429,164,22,3923,8,104,1,3193,50,117,2,3417,37,442,6,3105,151,140,1,2980,101,36,1,3025,0,56,0,2810,40,160,4,2460,205,134,11,2473,0,15,1,2686,41,11,0,2427,98,117,2,1964,146,91,1,2310,121,25,2,2236,26,128,6,2138,38,102,3,2222,1,95,1,2017,46,24,0,1643,301,30,1,1840,10,79,0,1802,,10,,2020/5/16 16:00,,,,
2020/5/17 12:00,215,4600542,84981,312006,4463,1467884,24487,88754,1186,272043,0,2537,0,233142,14919,15633,816,240161,3450,34466,468,230698,515,27563,104,224760,875,31763,153,175752,519,7938,41,148067,1610,4096,41,142291,372,27625,96,118392,1757,6937,35,90927,4987,2872,120,88541,4046,2523,131,84484,6,4645,1,77206,1247,5800,121,52016,2840,302,10,54989,345,9005,46,47144,2112,5045,278,41428,1886,421,27,43870,189,5670,27,38799,1581,834,31,30972,1547,15,1,32763,1296,2688,94,28681,951,160,4,30489,58,1601,7,29677,470,3674,28,28810,227,1203,13,27356,0,22,1,23956,0,1518,0,22627,796,214,4,20995,930,314,16,18257,241,915,8,17858,528,497,21,17025,529,1089,13,16704,267,1081,11,16608,19,268,2,14355,831,261,14,16310,57,748,19,14939,723,562,16,16201,108,629,1,13802,942,107,11,11719,491,612,20,12110,371,428,4,12305,214,817,11,11050,13,262,0,10858,67,543,6,10496,58,228,3,9449,181,269,3,8436,62,296,1,7805,326,636？,280？,8226,20,232,0,6821,192,542,6,6665,247,12,2,6402,349,168,15,7051,16,98,0,6741,89,192,2,6872,17,113,1,5850,161,34,0,6286,58,297,4,5621,176,176,5,5934,189,207,5,5735,97,29,1,5029,404,20,1,4283,239,55,3,3577,0,164,0,3930,7,104,0,3260,67,121,4,3473,56,448,6,3105,0,140,0,3138,158,36,0,3025,0,56,0,2819,9,162,2,2460,0,134,0,2658,185,16,1,2738,52,11,0,2542,115,122,5,2289,325,97,6,2420,110,25,0,2267,31,129,1,2175,37,105,3,2224,2,95,0,2061,44,25,1,1643,0,30,0,1862,,79,,1802,,10,,2020/5/17 12:00,,,,
2020/5/18 16:00,215,4691358,90816,315278,3272,1486742,18858,89564,810,290678,18635,2722,185,241080,7938,16118,485,243303,3142,34636,170,231350,652,27650,87,225435,675,31908,145,176369,617,7962,24,149435,1368,4140,44,142411,120,28108,483,120198,1806,6988,51,96169,5242,3029,157,92273,3732,2648,125,84494,10,4645,0,78332,1126,5903,103,54752,2736,312,10,55280,291,9052,47,49219,2075,5177,132,43781,2353,450,29,43995,125,5680,10,40151,1352,878,44,32604,1632,15,0,33182,419,2736,48,29650,969,165,5,30504,15,1602,1,30143,466,3679,5,29036,226,1218,15,28343,987,22,0,24112,156,1543,25,23358,731,220,6,22268,1273,328,14,18529,272,925,10,18291,433,514,17,17514,489,1148,59,16871,167,1097,16,16617,9,272,4,15515,1160,264,3,16337,27,756,8,15574,635,574,12,16242,41,629,0,14850,1048,112,5,12229,510,630,18,12314,204,428,0,12513,208,824,7,11065,15,263,1,10927,69,547,4,10610,114,230,2,9606,157,275,6,8460,24,298,2,8068,263,373,-263？,8244,18,232,0,7019,198,548,6,6930,265,12,0,6664,262,169,1,7054,3,99,1,6870,129,192,0,6894,22,113,0,6157,307,34,0,6347,61,298,1,5959,338,182,6,6060,126,211,4,5735,0,29,0,5186,157,22,2,4472,189,60,5,4088,511,169,5,3945,15,107,3,3404,144,123,2,3509,36,451,3,3105,0,140,0,3274,136,39,3,3031,6,56,0,2834,15,163,1,2646,186,142,8,2658,0,16,0,2753,15,12,1,2589,47,122,0,2591,302,105,8,2480,60,25,0,2285,18,130,1,2211,36,108,3,2226,2,95,0,2109,48,27,2,1763,120,33,3,1872,,79,,1802,,10,,2020/5/18 16:00,,,,
2020/5/19 16:00,215,4779566,88208,318470,3192,1508957,22215,90369,805,299941,9263,2837,115,254220,13140,16792,674,246406,3103,34796,160,231606,256,27709,59,225886,451,32007,99,176551,182,8003,41,150593,1158,4171,31,142903,492,28239,131,122492,2294,7057,69,101139,4970,3163,134,94933,2660,2789,141,84500,6,4645,0,79411,1079,5960,57,57345,2593,320,8,55559,279,9080,28,51633,2414,5332,155,46059,2278,478,28,44141,146,5694,14,42125,1974,903,25,33969,1365,15,0,33582,400,2799,63,30572,922,171,6,30514,10,1602,0,30377,234,3698,19,29209,173,1231,13,28794,451,22,0,24200,88,1547,4,24190,832,224,4,23870,1602,349,21,18885,356,936,11,18616,325,535,21,18010,496,1191,43,17036,165,1107,10,16643,26,276,4,16433,918,286,22,16367,30,768,12,16295,721,592,18,16269,27,629,0,15691,841,118,6,12764,535,645,15,12725,411,434,6,12718,205,831,7,11078,13,263,0,10968,41,548,1,10699,89,231,1,9726,120,279,4,8527,67,297,-1,8371,303,382,9,8257,13,233,1,7201,182,555,7,7156,226,12,0,7072,408,173,4,7062,8,99,0,6952,82,192,0,6941,47,113,0,6751,594,35,1,6380,33,300,2,6175,216,191,9,6138,78,217,6,5735,0,29,0,5379,193,25,3,4823,351,61,1,4263,175,174,5,3947,2,107,0,3554,150,127,4,3535,26,462,11,3529,424,140,0,3387,113,40,1,3033,2,56,0,2836,2,165,2,2798,152,146,4,2796,138,16,0,2791,38,13,1,2646,57,123,1,2591,0,105,0,2544,64,26,1,2304,19,133,3,2235,24,110,2,2228,2,95,0,2119,10,28,1,2001,238,38,5,2,-1870,-1870,-1949,-1949,-3751,-3751,-3761,2020/5/19 16:00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,国家总数,累计确诊,本日新增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,累计确诊,确诊日增,累计死亡,死亡日增,,,,,
国家,"全球国家和地区
（4月2日及以前数据不含中国）",,,,,美国,,,,俄罗斯,,,,巴西,,,,英国,,,,西班牙,,,,意大利,,,,德国,,,,土耳其,,,,法国,,,,伊朗,,,,印度,,,,秘鲁,,,,中国,,,,加拿大,,,,沙特阿拉伯,,,,比利时,,,,墨西哥,,,,智利,,,,荷兰,,,,巴基斯坦,,,,卡塔尔,,,,厄瓜多尔,,,,白俄罗斯,,,,瑞士,,,,瑞典,,,,葡萄牙,,,,新加坡,,,,爱尔兰,,,,阿联酋,,,,孟加拉国,,,,波兰,,,,乌克兰,,,,印度尼西亚,,,,罗马尼亚,,,,以色列,,,,南非,,,,日本,,,,哥伦比亚,,,,奥地利,,,,科威特,,,,埃及,,,,多米尼加,,,,菲律宾,,,,韩国,,,,丹麦,,,,塞尔维亚,,,,巴拿马,,,,捷克,,,,阿根廷,,,,挪威,,,,阿尔及利亚,,,,巴林,,,,阿富汗,,,,"澳大利亚
(括号内数据引自财新网)",,,,摩洛哥,,,,马来西亚,,,,哈萨克斯坦,,,,芬兰,,,,尼日利亚,,,,摩尔多瓦,,,,加纳,,,,阿曼,,,,亚美尼亚,,,,玻利维亚,,,,卢森堡,,,,伊拉克,,,,匈牙利,,,,喀麦隆,,,,阿塞拜疆,,,,泰国,,,,希腊,,,,洪都拉斯,,,,几内亚,,,,乌兹别克斯坦,,,,波多黎各,,,,苏丹,,,,塞内加尔,,,,波黑,,,,保加利亚,,,,克罗地亚,,,,科特迪瓦,,,,危地马拉,,,,古巴,,,,冰岛,,,,截至日期和时间,,,,
,,,,,,1,,,,2,,,,3,,,,4,,,,5,,,,6,,,,7,,,,8,,,,9,,,,10,,,,11,,,,12,,,,13,,,,14,,,,15,,,,16,,,,17,,,,18,,,,19,,,,20,,,,21,,,,22,,,,23,,,,24,,,,25,,,,26,,,,27,,,,28,,,,29,,,,30,,,,31,,,,32,,,,33,,,,34,,,,35,,,,36,,,,37,,,,38,,,,39,,,,40,,,,41,,,,42,,,,43,,,,44,,,,45,,,,46,,,,47,,,,48,,,,49,,,,50,,,,51,,,,52,,,,53,,,,54,,,,55,,,,56,,,,57,,,,58,,,,59,,,,60,,,,61,,,,62,,,,63,,,,64,,,,65,,,,66,,,,67,,,,68,,,,69,,,,70,,,,71,,,,72,,,,73,,,,74,,,,75,,,,76,,,,77,,,,78,,,,79,,,,80,,,,81,,,,82,,,,83,,,,84,,,,,,,,
注1：表格中国家从左到右按累计确诊数（累计确诊数相等时，则按累计死亡数）从大到小排序，次序标在国名上/下方；本日超两千例国家共计82个，本日新增1个国家：危地马拉。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注2：中国数据中4月2日及以前为国家卫健委公布的截至当日零时中国31个省（自治区、直辖市）和新疆生产建设兵团数据；4月3日及以后为人民日报新媒体发布的且计入港澳台的数据。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注3：截至5月19日16:00，钻石公主号累计确诊712例，死亡13例。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注4：对所发布数据有疑问处，在数据后直接加上“？”或用括号推理更正数加“？”，并以红色字体表示。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
注5：4月17日中国湖北省武汉市发布，经逐一排查核对，截至4月16日24时，确诊病例核增325例，确诊病例的死亡病例核增1290例，计入本日中国数据，但不参与排序。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,全球确诊超两千例国家疫情数据5月19日最新排名表,,,,,,,,,,,,,,,,,,3月份（从3月16日开始）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
